,City,Median_Household_Income,Percent_Male,Percent_Female,Percent_over_25y,Percent_HS_less,Percent_HS,Percent_Some_Col_Assoc,Percent_BS_over,Percent_unemployed,Population,Population_Below_Poverty,Poverty_Rate,Percent_Owner_Occ,Percent_Renter_Occ,Median_Rent
621,Leroy ,79500,10.8,7.0,6.8,55.6,5.4,1.6,1.6,0.0,423,24,5.673758865248227,82.9,17.1,-
622,Levelland ,50707,13.9,21.0,13.6,36.1,10.2,6.9,6.9,16.3,11897,1021,8.581995461040599,69.4,30.6,713
623,Lewisville ,82006,8.1,9.6,7.0,13.9,9.8,6.2,6.2,16.9,124208,4647,3.7413049078964318,45.2,54.8,1455
624,Lexington ,60227,8.5,9.3,7.4,12.1,11.1,3.4,3.4,20.0,1300,81,6.230769230769231,60.2,39.8,1091
625,Liberty ,57962,11.8,21.3,11.3,20.7,6.5,10.2,10.2,0.0,7771,490,6.305494788315532,70.9,29.1,972
626,Liberty Hill ,93198,4.0,13.2,9.6,5.9,3.8,13.6,13.6,38.9,5131,269,5.242642759695966,59.5,40.5,1464
627,Lindale ,79557,18.7,10.8,9.3,27.3,9.8,7.4,7.4,100.0,6015,401,6.666666666666667,73.4,26.6,1019
628,Linden ,42750,31.8,29.3,22.8,46.1,19.8,26.9,26.9,37.3,1587,225,14.177693761814744,60.9,39.1,637
629,Lindsay ,101944,2.4,2.4,3.6,0.0,9.6,3.6,3.6,0.0,1092,11,1.0073260073260073,87.3,12.7,1088
630,Lipan ,66875,10.7,8.9,7.0,20.8,6.3,7.4,7.4,25.0,417,12,2.877697841726619,83.0,17.0,929
631,Little Elm ,110218,9.8,7.0,6.4,7.0,11.8,8.0,8.0,12.8,48168,1984,4.118917123401428,67.8,32.2,1916
632,Littlefield ,48962,10.9,24.1,17.3,35.1,15.0,11.1,11.1,31.1,5852,521,8.902939166097061,67.6,32.4,813
633,Little River-Academy ,73125,3.7,8.7,4.3,0.0,8.6,4.8,4.8,5.0,2359,64,2.7130139889783806,77.9,22.1,1128
634,Live Oak ,74326,9.1,9.4,6.2,10.0,7.3,7.0,7.0,34.1,15682,751,4.788929983420482,57.5,42.5,1362
635,Liverpool ,49750,3.0,3.3,3.5,10.3,1.4,3.5,3.5,0.0,476,4,0.8403361344537815,89.2,10.8,575
636,Livingston ,47952,17.5,25.6,15.9,14.1,17.0,20.1,20.1,19.8,5398,695,12.875138940348277,51.9,48.1,1023
637,Llano ,46404,13.2,16.1,13.5,35.3,12.3,14.6,14.6,18.2,3232,165,5.10519801980198,56.4,43.6,995
